TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SVA1612002,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\GGWZ123.ATSPF,1994.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42383.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,30.0,,,,,,,,,35.0,4.0,29.0,9.0,3.0,0.0,,,,14.0,2.0,1.0,11.0,4.0,2.0,10.0,4.0,6.0,,,,,,,10.0,6.0,0.0,16.0,1.0,0.0,50.0,1.0,60.0,3.0,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657185374384237800000000000000X,,,X4263172546188572788628465453324364427350000000000000000000000000000000000000000000190034001900210046003100230068003600220018030700610047002900870029002200520374007300330042004801250022001501710171002800530185005200280021025600870023003400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900018012860400801296000180005600047006900000000000000000000000000000000000000000X,,X421343364354524420000000000000232412651645414530000000000000335322256321636645660000000000X,,X0010000000000000000000001000000000000100000000000000000000001000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000000000010000100100000000100000000000000000101010000000000010000001010000000000011000000000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431241420000000000000X,X0101010101010110101101011100011101111110001100110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110111101010011010010101011011101110110100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100001100101101110100101010111100100110000011001101001101101111100101100100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1612001,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\QDIO682.ATSPF,1959.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42382.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,1.0,27.0,,,,,,,,,46.0,2.0,39.0,10.0,3.0,1.0,,,,17.0,3.0,0.0,15.0,7.0,1.0,20.0,2.0,2.0,,,,,,,9.0,2.0,0.0,15.0,0.0,0.0,85.0,3.0,78.0,4.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762165616627187379984657800000000000000X,,,X4263172544188572788628465455224764467357318431780000000000000000000000000000000000210034001900590027004100310057001600390024004200560032004300480024005100500100003700580030005900340032013902150036003200360103004900480033017300620106007902320041004101080105007200230054007200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860300801206327650003800033006900082501525000000000000000000000000000000X,,X421243322314514413520000000000232416252341413252152330000000335323251622633455235242000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000000001001001000000010000000000000000010000188888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431211000000000000000X,X0101010101010110110101011101011101111110001100110101011110110111010010111011101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010010100011011001110100100110111010011011011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111010111100101110101101110100101010111100101101001011001101011101100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542009,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\PNJM028.ATSPF,1983.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42347.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,20.0,,,,,,,,,43.0,4.0,32.0,6.0,1.0,2.0,,,,13.0,4.0,0.0,13.0,3.0,0.0,10.0,6.0,1.0,,,,,,,8.0,2.0,1.0,11.0,0.0,1.0,62.0,5.0,63.0,0.0,79.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187370000000000000000000000X,,,X4263172544158572788628465455224164467355318431700000000000000000000000000000000000140016002300880032002900230046001700250051006400330071008201200029003600710086004200240171015700940029010801780062003100460166004900250135004100660040005400630087002200850037005200300044000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860040801296327650000000000000000000000000000000000000000000000000000000X,,X421343342354514440000000000000232412252411414200000000000000335321151421213630000000000000X,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010009999999999999999000001010000000088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321491000000000000000000X,X0101010101010100111101011100010101010100001100110101001110110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011110111100101100101101110100101010111100101111001011000101011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542008,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\JYLQ913.ATSPF,1990.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,42341.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,0.0,21.0,,,,,,,,,32.0,1.0,26.0,8.0,3.0,0.0,,,,,,,,,,,,,,,,,,,14.0,1.0,0.0,10.0,0.0,0.0,105.0,1.0,109.0,8.0,104.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416627187370000000000000000000000X,,,X4263172544188772788628465453224760000000000000000000000000000000000000000000000000160012003300280023001900640166001400150021012900290040002600860014003300760464003800310412003200320038001703510028002400300079001600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000800023012860400201296001400003800047000000000000000000000000000000000000000000000X,,,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100100000000100000100010000000000011000000000000000001010000000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321400000000000000000000X,X0101010101010110101101011100011101111110001100110101001110110111010010111011101111001110010110001011010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101001010011010010101011010100110110100110111010011011011111010111101001000110011111000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110000101110100101010111100101111001011001101011101100111100101100100101111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542007,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\QUHN687.ATSPF,1959.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42333.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,12.0,,,,,,,,,21.0,7.0,14.0,4.0,5.0,0.0,,,,19.0,4.0,0.0,13.0,5.0,2.0,20.0,4.0,0.0,,,,,,,6.0,3.0,0.0,4.0,3.0,0.0,69.0,9.0,69.0,12.0,39.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X272757584516000000000000000000000000000000X,,,X4261132242188572788227465452000000000000000000000000000000000000000000000000000000300029004003140025003700630108003800610040012000260041002300890058016700350406006200580095021901020095002305560000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320001000025012860400701286000800000000000000000000000000000000000000000000000000000000X,,X421343323314524413124130000000232312252545414566250000000000335323151322233355235242000000X,,X0010000000000000000000001000000000000000000000010000000001000000000000000000010000000000000000100000100000000000000100000000000000110000000000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X222141300000000000000000000000X,X0001010101010110111100011100010001011110001000110001001100010111010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011010010010100000010010010011100011011100100100100110110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1001010010100101010111100000000101100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542006,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\YAXL539.ATSPF,1992.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42327.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,2.0,32.0,,,,,,,,,59.0,7.0,53.0,8.0,7.0,1.0,,,,21.0,2.0,2.0,22.0,3.0,0.0,11.0,8.0,1.0,,,,,,,12.0,5.0,2.0,19.0,0.0,0.0,123.0,1.0,115.0,0.0,104.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416627115374384237854991399000000X,,,X4263172544188572788628465471224764467355318431787582786645427424720000000000000000170012001900680015002700140028001700120018003800180020001900300020001800200040002800180022002300130020002500480034003100270100001500160022006300300017006600470027002100870022003700260028005600340036013601190025002700740085002400380085012100590108015401120063005100000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012820309201296001070003800033006900085000525001620014000000000000000000000X,,X421543322314524423526436100000232412252445413212242352400000615355151121133454210000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010009999999999999999000000000010000100100000000100000000010000000100000010100000000000100000000001000000000000100100011000000000010000000101100000009999999999999999888888888888888888888888888888888888888888888888X,X422342321431211422200000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110011110001011010111010111011000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011011111010111101001010100011111101011001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100001110101101110100101010111100101111001011001101011101101111100101100100101111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542005,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\XGIC472.ATSPF,1980.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Annat,42319.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,27.0,,,,,,,,,38.0,4.0,32.0,6.0,3.0,1.0,,,,5.0,6.0,1.0,2.0,5.0,9.0,0.0,2.0,28.0,,,,,,,15.0,1.0,0.0,12.0,0.0,0.0,73.0,0.0,63.0,1.0,75.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187374384000000000000000000X,,,X4263172142188572788628465455224766467358310000000000000000000000000000000000000000200060002100380018003500370082001500210024007200270024002400650017002100560314004400220030004500300044002303870032004300640093002200230054019501100047008803080016003100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000240000800023012860400801296327650003600000000000000000000000000000000000000000000000000X,,X416253312412000000000000000000152663666462636600000000000000666666162666666666666666600666X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000001000010000000100000000100000100010000000000001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431000000000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011101110110100110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111011011001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542004,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\GEUP040.ATSPF,1991.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42313.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,16.0,,,,,,,,,30.0,4.0,21.0,6.0,1.0,3.0,,,,11.0,2.0,0.0,11.0,6.0,0.0,7.0,4.0,0.0,,,,,,,12.0,2.0,0.0,13.0,1.0,0.0,90.0,1.0,75.0,2.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762839916357199000000000000000000000000X,,,X4263172544188571788528465452224564000000000000000000000000000000000000000000000000220025002800550029003900270059004900350042008800350047002901070046003600490371004200590143016100580109008003230102009400460350003101050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860400832765327650003600000000000000000000000000000000000000000000000000X,,X421343342354500000000000000000232413554541411250000000000000235323254430000000000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000000000010000100100000000100000000000000000101001000000000010088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342331431210000000000000000X,X0101010101010110111101011100011101111110001100110101011110110111010010111011101111001100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011100011011100110110100110111010011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101111001011001101011101101111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542003,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\BRGC179.ATSPF,1990.0,Kvinna,"1 Särskola, hjälpklass, ej avslutad grundskola",Annat,42312.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,9.0,,,,,,,,,19.0,12.0,6.0,4.0,3.0,2.0,,,,3.0,11.0,0.0,8.0,9.0,0.0,1.0,16.0,0.0,,,,,,,4.0,5.0,0.0,6.0,4.0,0.0,50.0,6.0,53.0,3.0,39.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763610000000000000000000000000000000000X,,,X4261132142162534788718465457223000000000000000000000000000000000000000000000000000420048003901460051005501380272002500560032009900420119006401820033006300820046003200770114024800470033017402180049006400980000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000800023000133276532765000450000000000000000000000000000000000000000000000000000000X,,X413411334241420000000000000000121312232313414220000000000000412242534225555330000000000000X,,X0010000000000000000000001000000000000100000000000000000010000000010000000000000000000000000000100000000000000001000000010000000000010001000000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X444143321400000000000000000000X,X0101010101010110101101011001010101010110001100110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101101010011010011100011011100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100100110111100101110101101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542002,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\OYYO724.ATSPF,1964.0,Kvinna,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42299.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,26.0,,,,,,,,,60.0,2.0,57.0,9.0,1.0,0.0,,,,18.0,2.0,0.0,11.0,5.0,0.0,16.0,3.0,0.0,,,,,,,7.0,5.0,0.0,11.0,1.0,0.0,79.0,0.0,46.0,0.0,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416827187379984230000000000000000X,,,X4263172244188572788628465453224764467355318431787572786645427300000000000000000000270026002900390028003000250039004900450036005500390033003200320027002600340044002900400030004900360036002700590032003000270043002500430030004400340027002701040043002600760040002600270048005800350031004401060029007100710041003700610113008200590080000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012880400801296001070003800000000000000000000000000000000000000000000000000X,,X421343322314224223520000000000232514252341111200000000000000335323231322213455200000000000X,,X0000000000000100000000001000000000000000000100000000000001000000010000000000000000000000000000100000100000000000000000000010000000010000000001001000000010000000000000001000001000000000000101008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422341321431000000000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1542001,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\FWAZ289.ATSPF,1994.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42292.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,21.0,,,,,8.0,15.0,1.0,67.0,34.0,14.0,28.0,3.0,6.0,0.0,,,,11.0,12.0,0.0,10.0,9.0,11.0,6.0,7.0,17.0,,,,,,,6.0,12.0,0.0,11.0,5.0,0.0,100.0,1.0,90.0,11.0,114.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X672767832116157165990000000000000000000000X,,X53261428187582991412377824282512456742434587164200X,X4263172544158572788628415552224176867325316131820000000000000000000000000000000000250036004601080022004100260063001700280024008000330041006400370023005400410072004400320058014101200061008601030041005300800058004600160046008400770044016000540046004001950029004100890136004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700009000300000700023012860398601306003000000000000000000000000000000000000000000000000000000000X,,X451543142314254225512110000000232416663641453312222436666666335546331666666666661443566666X,,X0000000000000100000000001000000000000000000000010000000001000000001000000000000000000000000000100000100000000000000000100000000000010000010000000000000011000000000000100000000100000010100000000010000000000001001000000000010001100000000000000010000000100000001000100000100010100000100000008888888888888888888888888888888888888888888888888888888888888888X,X422343222441214400000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110011110001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011111110101111010111010011011110011000111100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0110010010100111110111100101110101101110100001010110100001111000010001001100100000111100101000100101100000100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1532004,AR Växjö,Dator 02,eekcaARVäxjö,C:\Users\Public\Documents\Personer\YKZE388.ATSPF,1960.0,Man,3 Avslutad 2-årig yrkesinriktad gymnasieutbildning eller motsvarande (11-årig utbildning),Svenska/Danska/Norska,42277.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,8.0,,,,,,,,,20.0,13.0,17.0,2.0,5.0,9.0,,,,17.0,3.0,0.0,10.0,5.0,2.0,14.0,10.0,0.0,,,,,,,5.0,4.0,1.0,4.0,3.0,0.0,50.0,2.0,61.0,6.0,67.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X672754249999999900000000000000000000000000X,,,X4261122144148572778228375447223850000000000000000000000000000000000000000000000000220033002301080022003400630073004700630044009100650070003000420065009200910163004500610094012500600073038601950054005500850296015000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007327653276500005012553276532765327653276500026327650090000850327653276500000000000000000000X,,X421344322314524413530000000000232416212611111210000000000000331153551322213355215515000000X,,X0000000000000100000000001000000000000100000000000000000001000000010000000000000000000000000000100000000000001000000000000010000000000010010000009999999999999999888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X434332300000000000000000000000X,X0101010101010100110101011100011101111110001100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100111111010110101001010011010010101011011101110110000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0101010010100011110011011000000111001110100100000011100001111001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
