TP,TC,PC,USERNAME,FILENAME,BIRTHYR,SEX,EDLEVEL,MATLANG,TESTDAY,TESTL,REFTEXT,FEEDB,PROTNOTE,PERSNOTE,NLR,NLF,NLX,BLR,BLF,BLX,FORMLR,FORMLF,FORMLX,NAR,NAF,NAX,MIPR,MIPF,MIPX,OR1R,OR1F,OR1X,OR2R,OR2F,OR2X,OR3R,OR3F,OR3X,OR4R,OR4F,OR4X,OR5R,OR5F,OR5X,S2DR,S2DF,S2DX,S3DR,S3DF,S3DX,PSIF1M,PSIF1F,PBOK1M,PBOK1F,PFIG1M,PFIG1F,BLFRR,SKPSM,SKPSF,SKPBM,SKPBF,SKPFM,SKPFF,SKLJR,SKLJF,MINNAR,MINNAF,MINNAX,ASSR,OFR,OFF,DNLR,DNLF,DNLX,DNLT,DBLR,DBLF,DBLX,DBLT,DFORMLR,DFORMLF,DFORMLX,DFORMLT,DNAR,DNAF,DNAX,DMIPR,DMIPF,DMIPX,DORE1R,DORE1F,DORE1X,DOR1R,DOR1F,DOR1X,DOR2R,DOR2F,DOR2X,DOR3R,DOR3F,DOR3X,DOR4R,DOR4F,DOR4X,DOR5R,DOR5F,DOR5X,DS2DR,DS2DF,DS2DX,DS3DR,DS3DF,DS3DX,DPSIF1M,DPSIF1F,DPBOK1M,DPBOK1F,DPFIG1M,DPFIG1F,DBLFRR,DSKPS1M,DSKPS1F,DSKPS2M,DSKPS2F,DSKPB1M,DSKPB1F,DSKPB2M,DSKPB2F,DSKPF1M,DSKPF1F,DSKPF2M,DSKPF2F,DSKLOGAR,DSKLOGBR,DSKADRAR,DSKADRBR,DSKTIDAR,DSKTIDBR,TX01,DMINNAR,DMINNAF,DMINNAX,EYS01,EYS02,EYS03,EYS04,EYS05,EYS06,EYS07,EYS08,EYS09,EYS10,EYS11,EYS12,EYS13,EYS14,EYS15,EYS16,EYS17,EYS18,EYS19,EYS20,IDNL,IDBL,IDFORML,IDNA,IDMIP,IDOR1,IDOR13,IDOR45,IDS2D,IDS3D,IDPSIF1,IDPBOK1,IDPFIG1,IDBLFR,IDSK,IDMINNA,IEYS
SVA1441005,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\OFRS993.ATSPF,1990.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41948.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,8.0,27.0,,,,,,,,,36.0,14.0,24.0,8.0,3.0,9.0,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,17.0,2.0,0.0,86.0,1.0,95.0,4.0,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762991216999915994699997158789937172399X,,,X4261172244168671788328465451224366457754318331737500000000000000000000000000000000270020002100640024003000280030002500300024013600290050003301240017006500590101005800260060006100480024024900310129001900240017002800220029003000890028015000160023005002070061003800590064001500710061000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860400832765327650003800085006900090032765000573276532765327653276532765X,,,,X0010000000000000000000001000000000000100000000000000000001000000010000000000000000000000000000100000100000000000000100000000000000000001000000101000000010000000000000000010000100100000000100000100000000000001011000000000000000001010000000000100000000100000000000010100001001000000100000010110000000000100000010100100000088888888888888888888888888888888X,X422344331431211422200000000000X,X0101010101010110111101011100010101111110001100110101001110110111010010111011101111001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101001010011010011100011001101110110100110111010011011011111010111101001010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011010110100101110001101110100101000000100101001001011001101000101000111100101000100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1621007,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\CGWM446.ATSPF,1996.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42486.0,alisn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0,0.0,27.0,,,,,,,,,45.0,4.0,39.0,8.0,5.0,0.0,,,,18.0,5.0,0.0,15.0,7.0,0.0,6.0,9.0,3.0,,,,,,,11.0,6.0,1.0,12.0,3.0,0.0,105.0,2.0,75.0,1.0,73.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X286884835416657187378584670000000000000000X,,,X4263172544188572788628465455224764447348318441787000000000000000000000000000000000180016001700610019003400150026001600220027010200290040003900320029003000220079003000220043004800260036003702050053005600820266002200530019005601010023025003310021001900640051004500460063004001030000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000360000900023014860400800216001390003800047006900112500000000000000000000000000000000000X,,X421313332314524421514410000000232412351451414512242300000000235341551431163662000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000100000000000100000001100000000100000000000001010000000000010000001000010000000100000000100000999999999999999900000001100000018888888888888888888888888888888888888888888888888888888888888888X,X422342331441214000000000000000X,X0101010000010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011101110110100110111010011011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011110111100001110101101110100101010111100101001001011001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1431002,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\VVER950.ATSPF,1986.0,Kvinna,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,41827.0,jarem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,0.0,34.0,,,,,,,,,45.0,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,3.0,117.0,2.0,110.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187374384237854646500000000X,,,X4263172544188572788628465453224766467354318431700000000000000000000000000000000000160016001500510042002600370037001500150021004700270023002600350017002700240267005100240028003400360019002101460020001700220280002300140036009400600024029906550033001700760028002900170029000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,,,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110001011010111010111011000011110010011100001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011101110110100110111010011011010111010111101001010100011111101011001101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010011100101111001011001101011101100111100101100100101011101010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1541004,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\THQY877.ATSPF,1963.0,Man,"2 Grundskola, ingen avslutad yrkesutbildning (9-årig utbildning)",Svenska/Danska/Norska,42324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,1.0,26.0,,,,,1.0,18.0,1.0,40.0,39.0,8.0,8.0,8.0,2.0,10.0,,,,6.0,4.0,4.0,4.0,1.0,7.0,3.0,5.0,6.0,,,,,,,4.0,7.0,0.0,4.0,7.0,1.0,73.0,2.0,50.0,0.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416647113379981210000000000000000X,,X53181525575799616212275472655178817624630000000000X,X4263132254187774788628465453224364477358318431700000000000000000000000000000000000440048004200460092005100260063004400320028008100440081005200440056013000360053011000360094004100570040007201360071003500450074003700540031022600490049003001660043002701310030003500270086000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012860400801296327650003800003327653276532765327650006032765327653276532765X,,X421346146416010000000000000000262166266665000000000000000000363166531366610000000000000000X,,X0000000000000100000000001000000000000000000000010000001000000000000000000000010000000000000000100000000000001000000000100000000000000010000010001000000001000000000000000010000188888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X444423323291000000000000000000X,X0101010101010110111101011100011101111110001100110101001110110110010000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110110100101110101100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
TP999,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\VNGB239.ATSPF,1987.0,Kvinna,5 Avslutade universitets- eller högskolestudier (med examen).,Svenska/Danska/Norska,42461.0,lihem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,0.0,30.0,,,,,,,,,62.0,0.0,55.0,15.0,3.0,0.0,,,,24.0,1.0,0.0,19.0,2.0,0.0,21.0,4.0,0.0,,,,,,,11.0,2.0,0.0,15.0,0.0,0.0,85.0,1.0,85.0,2.0,95.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762835416657187374384237854000000000000X,,,X4263172544188572788628465453224764467358318431787572786645427300000000000000000000180026002400330022003100200028001900330027008800470025002500260033002700260062003700240024002500250053002201050044001700240090002200210020006400480020003301800019002300850027002100340066005500520032007301410025003300700042007500400052006900780106000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000900023012860400801296001000003800047006900082501425001580006001005004000000000000X,,X421343322114524423524435500000232412252445411332242000000000335321251322233354235242100000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000010000010001000000010000000000001000010000000100000000100000000000000000101888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431211000000000000000X,X0101010101010110110101011100011101111110001100110101001110110111010010111011101111001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0010100011111010110101101010011010011101011011101110110100100111010011011011111010111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110110100101110101101110100101010111100101111001011001101011101101111100101100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
TP999,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\KOUD154.ATSPF,1975.0,Man,Okänd,Svenska/Danska/Norska,42460.0,lihem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,10.0,24.0,,,,,,,,,26.0,4.0,7.0,4.0,1.0,1.0,,,,6.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,,,,,,,11.0,5.0,0.0,7.0,3.0,0.0,64.0,1.0,49.0,1.0,59.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282757269916671299147121469999999999999999X,,,X4261132542188572788628435453220000000000000000000000000000000000000000000000000000350030007601820039003300370263005300260093014100490168008400990068005000880108004401450287003300910059020400380112007900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000283276500023012860000000000000000000000000000000000000000000000000000000000000000000000X,,X411343300000000000000000000000232110000000000000000000000000336110000000000000000000000000X,,X0010000000000000000000001000000000000100000000000000000000001000010000000000000000000000000000100000100000000000000000000010000000000000001001001000000010000000000100000000000100000001100000000000010000000100001000000000010000001010000000000000000000100100888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422334321300000000000000000000X,X0101010101010100111101011100011101111110001100110101001110110111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110100101010011010011101011010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101110101101110100101010111100101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1531004,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\XQGF996.ATSPF,1968.0,Man,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,42243.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,10.0,,,,,,,,,19.0,13.0,11.0,5.0,2.0,1.0,,,,10.0,7.0,0.0,9.0,12.0,0.0,9.0,12.0,0.0,,,,,,,10.0,2.0,0.0,9.0,10.0,0.0,61.0,7.0,65.0,4.0,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X256757489916000000000000000000000000000000X,,,X4261172344468771788788485411214500000000000000000000000000000000000000000000000000340051003400960053006000470172006700350069006500700051011400710073006400840061017101290190012900560030020601470117009501190136000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000500023012860401232765000000000000000000000000000000000000000000000000000000000000X,,X421342342554214410000000000000212412512351113112552000000000132325551341511524335000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000100000000000000010010000001000000010000000000100000000000100100000000100008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X432422231331214433300000000000X,X0101010101010110101101010100010101110110001100110111000110111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111000110101101010011010001101011011100110110100110110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011010010100110110111100101010001101110100101000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1611005,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\RKTA861.ATSPF,1995.0,Man,Okänd,Svenska/Danska/Norska,42451.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,2.0,30.0,,,,,,,,,34.0,9.0,19.0,3.0,7.0,1.0,,,,8.0,7.0,0.0,6.0,7.0,2.0,5.0,7.0,3.0,,,,,,,9.0,5.0,0.0,14.0,2.0,0.0,75.0,0.0,76.0,2.0,85.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762659916622699167181455112000000000000X,,,X4263132145188574788728485456224764487352318000000000000000000000000000000000000000200026009200800034003000250091003700480040007600340044008400560025008000210071007400330086019600540028017901490056002800900099006600630025004100880063014701490032002501140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000360000900018013460422501160327650005600033000000000000000000000000000000000000000000000X,,X411343354414131000000000000000532316155615113000000000000000231126241400532000000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000000000000011000001000000000001000000000100000000100100000000100000100000000000001010000000000010088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321431414400000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011101110110100110111010011011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100011110111100101110101101110100101010111100101111001011001101011101101111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1521005,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\NAYG714.ATSPF,1961.0,Man,Okänd,Annat,42172.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,9.0,,,,,1.0,14.0,1.0,38.0,28.0,12.0,15.0,5.0,2.0,2.0,,,,1.0,8.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,,,,,,,6.0,5.0,0.0,3.0,9.0,0.0,56.0,3.0,50.0,1.0,39.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282753510000000000000000000000000000000000X,,X53811528176146655138739923185232000000000000000000X,X4261132544138778788828465458224866487755000000000000000000000000000000000000000000280034007801370041003700440067003900450063013900560045006000680045006500860210004700400082011200500052009100700049004600680133003800410060006600610084023101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000323276500023012660400801286327650000000000000000000000000000000000000000000000000000000X,,X312163164261000000000000000000466466000000000000000000000000162626666000000000000000000000X,,X0010000000000000000000001000000000000000000000010000000010000000001000000000000000000000000000100000100000000000000100000000000000010000001000001000000010000000000000001000001088888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422433433244000000000000000000X,X0101010001010110111101011101011101111110001100110101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101001010011010011101011011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100101110110100100010111001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1531008,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\SVEL155.ATSPF,1966.0,Man,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Annat,42257.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,4.0,19.0,,,,,,,,,44.0,2.0,34.0,9.0,2.0,0.0,,,,5.0,4.0,5.0,4.0,9.0,7.0,3.0,8.0,6.0,,,,,,,12.0,1.0,3.0,16.0,2.0,0.0,100.0,0.0,75.0,1.0,91.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282762999916997585379984000000000000000000X,,,X4263172544188772788628465453224764467356318431000000000000000000000000000000000000230022004400220021008800240083001800220025011000370026004900490027014100280148003600680060007100830068002702060028004700260281002400510020017400530052002101940030004701070041003000220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000320000800023012860400801296001030003800047000000000000000000000000000000000000000000000X,,X431643666321460000000000000000561414643335216665660000000000163656564661233340000000000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000000010000099999999999999991000000010000000000100000000000100100000000100009999999999999999999999999999999900001010000000000011000000000000888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X422342321441211322000000000000X,X0101010101010110111101011100011101111110001100110101001110110111010010111011101111001110010110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110101101010011010011101011011001110110100110111010011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0111010010100111110111100101010101101110100100010111100101111001011001101001101101111100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1621011,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\OEBR966.ATSPF,1957.0,Kvinna,"1 Särskola, hjälpklass, ej avslutad grundskola",Svenska/Danska/Norska,42513.0,lonpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,8.0,,,,,,,4.0,6.0,0.0,6.0,6.0,0.0,4.0,6.0,0.0,,,,,,,2.0,4.0,3.0,,,,,,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X4263132542168674788328485457200000000000000000000000000000000000000000000000000000600054003301500037005000490108005900420061018100500082012701060056011201130108003901150078014700520140026603140051000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,X411442142400000000000000000000232411224211000000000000000000122324141300000000000000000000X,,X0010000000000000999999999999999999999999999999990000100000000000001000000000000000000000000010009999999999999999000000000010000000100000010000008888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,,,X0010100011111010010101101010011010001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,
SVA1521001,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\PBQS224.ATSPF,1983.0,Kvinna,"1 Särskola, hjälpklass, ej avslutad grundskola",Annat,42103.0,A W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,0.0,53.0,8.0,22.0,4.0,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,0.0,5.0,8.0,0.0,50.0,14.0,49.0,7.0,29.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X13188278171882617145814227136215213642836523846441X,X5467171244812684723412525427160000000000000000000000000000000000000000000000000000450060004400500044011601360106003800720179011000430056004102700053006101150150005601380188025900540083011301500057004600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,,X0000010000000000000000001000000000000000000000010000000000000010010000000000000000000000100000000000000000001000000000000010000001000010000000000000000110000000000000000100000100100000000100000010000000000001888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888X,X444332333332300000000000000000X,X0101010100000110101001010011110001010100001100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011110000010101101000111110011100011011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X1010000000100101110010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
SVA1611003,AR Växjö,Dator 01,Arbetsförmedlingen,C:\Users\eekcaspc\Documents\ATS5\Personer\QUEX309.ATSPF,1994.0,Kvinna,4 Avslutad 3- eller 4-årig gymnasieutbildning eller motsvarande (12- till 13-årig utbildning),Svenska/Danska/Norska,42417.0,eekca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,12.0,,,,,,,,,26.0,10.0,14.0,2.0,5.0,0.0,,,,7.0,10.0,0.0,8.0,14.0,0.0,4.0,20.0,0.0,,,,,,,9.0,13.0,0.0,8.0,12.0,0.0,39.0,4.0,72.0,4.0,67.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X282763361716000000000000000000000000000000X,,,X4267132544118571788428465455234566430000000000000000000000000000000000000000000000200037005200650023002400250080005700370029005300470022010500670048004201190093005100720260010100560135027300450058007001840318004700670060009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0000700007000160001200045012960401200000000000000000000000000000000000000000000000000000000000000000X,,X451344334411213440000000000000222415215335331521353200000000133125351431144223444315000000X,,X0010000000000000000000001000000000000000000000010000000001000000010000000000000000000000000000100000100000000000000000001000000000000010000010000000000010001000000000000010000100000000101000000000000000000101001000000000010001100000000000000011000000000000011000100000000001000000100000010110000000000100011010000000000001000000100001000100000000100001X,X423122341221434432440000000000X,X0101010101010110111101110101001101101110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011100011111010110001101010011010011101011011101110111100110111000111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,X0011010010000111110111111101100101101110010101010111100101111011011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000X,,,,
